size,cost_variant,delta_ratio,instance,cut_time_pos,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time,delta_tjE
m,portion_of_3_7,0.5,16,middle,2,7,5,1,1/5,0.2,271,42,24.4786,295.47860000000003,15.356603082967922,0.0
m,portion_of_3_7,0.5,16,late,2,7,5,5,5/5,1.0,485,561,88.3553,573.3552999999999,3.7505306670209393,0.0
m,portion_of_3_7,0.5,17,early,2,10,7,7,7/7,1.0,589,1993,589.4096,1178.4096,5.922947167069651,-67.7738
m,portion_of_3_7,0.5,17,middle,2,10,7,7,7/7,1.0,566,1497,463.9833,1029.9833,5.456425666925497,-64.1046
m,portion_of_3_7,0.5,17,late,2,10,7,7,7/7,1.0,545,1075,339.57370000000003,884.5737,5.293682542047463,-4.6605
m,portion_of_3_7,0.5,18,early,2,8,6,6,6/6,1.0,361,720,179.0739,540.0739,3.3177403330337256,-23.0076
m,portion_of_3_7,0.5,18,middle,2,8,6,6,6/6,1.0,379,569,123.3457,502.3457,3.284475749940611,0.0
m,portion_of_3_7,0.5,18,late,2,8,6,6,6/6,1.0,389,667,173.56590000000003,562.5659,3.3010264589684084,0.0
m,portion_of_3_7,0.5,19,early,2,8,6,1,1/6,0.17,195,40,8.6,203.6,7.709050792036578,0.0
m,portion_of_3_7,0.5,19,middle,2,8,6,3,3/6,0.5,375,232,54.4418,429.4418,23.901705124997537,0.0
m,portion_of_3_7,0.5,19,late,2,8,6,6,6/6,1.0,514,757,219.1859,733.1859,4.1170288749272,0.0
m,portion_of_3_7,0.5,20,early,2,8,6,4,4/6,0.67,395,483,102.4008,497.4008,24.02713720803149,4.5440000000000005
m,portion_of_3_7,0.5,20,middle,2,8,6,5,5/6,0.83,441,499,93.9879,534.9879,9.664469499955883,0.0
m,portion_of_3_7,0.5,20,late,2,8,6,6,6/6,1.0,503,718,146.6159,649.6159,4.133586790994741,0.0
